952,192.169.26.2,None,None
1105,192.168.225.226,None,None
1108,192.168.226.18,None,None
1111,192.169.3.226,None,None
1115,192.168.227.82,None,None
1119,192.169.10.66,None,None
1121,192.169.10.50,None,None
1124,192.168.227.18,None,None
1127,192.168.227.34,None,None
1130,192.168.226.146,None,None
1132,192.168.227.162,None,None
1134,192.168.227.194,None,None
1136,192.168.227.226,None,None
1138,192.168.228.2,None,None
1140,192.168.228.34,None,None
1142,192.168.228.66,None,None
1144,192.168.228.98,None,None
1146,192.168.228.130,None,None
1148,192.168.228.162,None,None
1150,192.168.228.194,None,None
1152,192.168.228.226,None,None
1154,192.168.229.2,None,None
1156,192.168.229.34,None,None
1159,192.168.252.162,None,None
1161,192.168.232.98,None,None
1163,192.168.229.82,None,None
1165,192.168.229.114,None,None
1167,192.168.235.210,None,None
1169,192.168.229.130,None,None
1171,192.168.236.130,None,None
1173,192.168.241.50,None,None
1176,192.168.241.66,None,None
1178,192.168.241.178,None,None
1181,192.168.237.18,None,None
1184,192.168.238.66,None,None
1186,192.168.237.34,None,None
1188,192.168.230.146,None,None
1190,192.168.245.130,None,None
1192,192.169.4.66,None,None
1194,192.168.248.146,None,None
1197,192.168.250.162,None,None
1199,192.168.249.114,None,None
1203,192.168.249.130,None,None
1104,192.168.226.146,None,None
1110,192.168.226.50,None,None
1116,192.168.226.114,None,None
1123,192.168.226.242,None,None
1128,192.168.227.50,None,None
1133,192.168.227.178,None,None
1137,192.168.227.242,None,None
1141,192.168.228.50,None,None
1145,192.169.4.18,None,None
1149,192.168.228.178,None,None
1153,192.168.228.242,None,None
1158,192.168.229.50,None,None
1162,192.169.4.50,None,None
1166,192.168.235.178,None,None
1170,192.168.236.114,None,None
1174,192.168.240.210,None,None
1180,192.168.229.162,None,None
1185,192.168.229.194,None,None
1189,192.168.248.2,None,None
1193,192.168.248.130,None,None
1198,192.168.249.98,None,None
1204,192.168.250.226,None,None
1206,192.169.4.82,None,None
1210,192.168.230.2,None,None
1212,192.168.252.82,None,None
1215,192.169.12.98,None,None
1218,192.169.11.130,None,None
1220,192.169.11.82,None,None
1222,192.169.12.114,None,None
1224,192.168.242.226,None,None
1228,192.169.1.18,None,None
1231,192.169.13.2,None,None
1235,192.168.236.98,None,None
1237,192.169.10.162,None,None
1241,192.169.4.2,None,None
1244,192.168.244.18,None,None
1246,192.168.238.242,None,None
1249,192.168.231.82,None,None
1255,192.168.231.194,None,None
1257,192.168.231.226,None,None
1259,192.168.232.18,None,None
1262,192.169.12.50,None,None
1265,192.168.229.66,None,None
1268,192.169.13.226,None,None
1270,192.168.231.130,None,None
1272,192.168.231.146,None,None
1274,192.168.231.242,None,None
1277,192.169.14.2,None,None
1279,192.168.236.194,None,None
1283,192.168.236.210,None,None
1285,192.168.252.130,None,None
1287,192.168.252.66,None,None
1290,192.169.11.210,None,None
1293,192.168.247.242,None,None
1303,192.169.52.178,None,None
1305,192.169.14.194,None,None
1320,192.168.246.34,None,None
1323,192.168.246.146,None,None
1325,192.169.0.130,None,None
1327,192.168.230.162,None,None
1329,192.169.11.242,None,None
1331,192.169.10.178,None,None
1334,192.169.2.162,None,None
1336,192.169.2.210,None,None
1338,192.168.239.98,None,None
1107,192.168.226.2,None,None
1120,192.168.226.194,None,None
1131,192.168.227.146,None,None
1139,192.168.228.18,None,None
1147,192.169.4.34,None,None
1155,192.168.229.18,None,None
1164,192.168.230.66,None,None
1172,192.168.240.194,None,None
1183,192.168.238.50,None,None
1191,192.168.245.146,None,None
1202,192.168.250.98,None,None
1207,192.168.230.34,None,None
1214,192.168.252.114,None,None
1219,192.169.11.98,None,None
1223,192.169.12.210,None,None
1229,192.169.12.242,None,None
1236,192.168.241.34,None,None
1243,192.168.244.2,None,None
1247,192.168.239.2,None,None
1256,192.168.231.210,None,None
1261,192.168.243.178,None,None
1266,192.168.239.210,None,None
1271,192.169.27.2,None,None
1276,192.168.232.34,None,None
1282,192.168.236.162,None,None
1286,192.169.11.50,None,None
1292,192.168.247.226,None,None
1304,192.168.245.210,None,None
1322,192.169.14.242,None,None
1326,192.169.11.66,None,None
1330,192.169.46.162,None,None
1335,192.169.2.178,None,None
1339,192.169.14.34,None,None
1341,192.168.240.66,None,None
1343,192.168.231.18,None,None
1354,192.168.231.50,None,None
1356,192.168.229.242,None,None
1358,192.168.238.2,None,None
1361,192.168.235.226,None,None
1363,192.168.241.210,None,None
1365,192.168.241.162,None,None
1367,192.168.242.50,None,None
1369,192.169.12.82,None,None
1371,192.168.231.114,None,None
1373,192.168.232.82,None,None
1375,192.168.233.162,None,None
1380,192.168.234.226,None,None
1382,192.168.229.98,None,None
1384,192.168.236.18,None,None
1386,192.168.238.210,None,None
1388,192.168.238.226,None,None
1390,192.169.49.66,None,None
1392,192.169.10.130,None,None
1394,192.168.230.114,None,None
1396,192.168.229.178,None,None
1398,192.168.238.114,None,None
1400,192.168.242.194,None,None
1402,192.168.243.66,None,None
1404,192.168.247.210,None,None
1406,192.168.246.18,None,None
1408,192.168.251.18,None,None
1410,192.168.251.226,None,None
1412,192.169.12.18,None,None
1414,192.168.252.34,None,None
1416,192.168.252.178,None,None
1418,192.168.253.114,None,None
1420,192.168.254.194,None,None
1422,192.169.10.194,None,None
1424,192.169.0.2,None,None
1114,192.168.227.66,None,None
1135,192.168.227.210,None,None
1151,192.168.228.210,None,None
1168,192.168.236.82,None,None
1187,192.168.242.66,None,None
1205,192.168.251.2,None,None
1216,192.168.252.146,None,None
1227,192.168.254.210,None,None
1240,192.168.243.242,None,None
1253,192.168.231.178,None,None
1264,192.168.234.242,None,None
1273,192.169.12.34,None,None
1284,192.169.10.146,None,None
1302,192.168.245.178,None,None
1324,192.168.246.66,None,None
1333,192.169.1.210,None,None
1340,192.169.13.178,None,None
1353,192.168.231.34,None,None
1357,192.169.11.18,None,None
1362,192.168.236.50,None,None
1366,192.169.14.210,None,None
1370,192.168.231.98,None,None
1374,192.168.233.82,None,None
1381,192.169.11.194,None,None
1385,192.168.238.178,None,None
1389,192.169.12.130,None,None
1393,192.168.230.98,None,None
1397,192.169.12.226,None,None
1401,192.169.10.242,None,None
1405,192.169.10.226,None,None
1409,192.168.251.146,None,None
1413,192.168.252.2,None,None
1417,192.168.253.130,None,None
1421,192.169.0.226,None,None
1425,192.169.0.18,None,None
1428,192.169.0.50,None,None
1430,192.169.11.162,None,None
1433,192.169.2.226,None,None
1435,192.168.232.50,None,None
1437,192.168.232.114,None,None
1440,192.168.234.18,None,None
1442,192.168.236.226,None,None
1444,192.168.239.66,None,None
1446,192.168.239.114,None,None
1448,192.168.240.121,None,None
1450,192.168.240.50,None,None
1452,192.169.14.18,None,None
1454,192.168.241.114,None,None
1456,192.168.242.2,None,None
1458,192.168.237.146,None,None
1460,192.168.243.162,None,None
1463,192.168.246.114,None,None
1466,192.168.251.162,None,None
1468,192.168.230.18,None,None
1470,192.169.1.130,None,None
1472,192.169.14.226,None,None
1474,192.169.2.98,None,None
1476,192.168.231.162,None,None
1478,192.168.232.162,None,None
1480,192.169.39.242,None,None
1482,192.168.233.178,None,None
1484,192.168.233.226,None,None
1486,192.169.11.2,None,None
1488,192.168.239.178,None,None
1490,192.168.241.130,None,None
1492,192.169.11.34,None,None
1494,192.168.242.242,None,None
1496,192.168.248.18,None,None
1125,192.168.227.98,None,None
1160,192.168.253.82,None,None
1196,192.168.250.146,None,None
1221,192.168.235.226,None,None
1245,192.168.238.194,None,None
1269,192.168.231.66,None,None
1288,192.168.252.98,None,None
1328,192.168.233.130,None,None
1342,192.168.231.2,None,None
1360,192.168.230.50,None,None
1368,192.168.242.178,None,None
1377,192.168.234.130,None,None
1387,192.169.11.226,None,None
1395,192.169.49.226,None,None
1403,192.169.12.2,None,None
1411,192.168.251.242,None,None
1419,192.169.10.114,None,None
1427,192.169.1.34,None,None
1431,192.169.2.194,None,None
1436,192.169.13.162,None,None
1441,192.168.234.178,None,None
1445,192.169.14.114,None,None
1449,192.168.239.226,None,None
1453,192.168.241.98,None,None
