host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.152
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.146 , 192.168.226.147
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.226.50 , 192.168.226.51
host:device,192.168.225.226 , 192.168.225.226
host:device,192.168.225.226 , 192.168.225.229
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.232
host:device,192.168.225.226 , 192.168.225.227
host:device,192.168.225.226 , 192.168.225.228
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.152
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.146 , 192.168.226.148
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.226.50 , 192.168.226.51
host:device,192.168.225.226 , 192.168.225.226
host:device,192.168.225.226 , 192.168.225.229
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.225.226 , 192.168.225.232
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.152
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.146 , 192.168.226.148
host:device,192.168.226.146 , 192.168.226.147
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.226.50 , 192.168.226.51
host:device,192.168.226.50 , 192.168.226.56
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.152
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.146 , 192.168.226.147
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.226.50 , 192.168.226.51
host:device,192.168.226.50 , 192.168.226.56
host:device,192.168.225.226 , 192.168.225.226
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.146 , 192.168.226.148
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.226.50 , 192.168.226.51
host:device,192.168.226.50 , 192.168.226.56
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.225.226 , 192.168.225.232
host:device,192.168.225.226 , 192.168.225.228
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.51
host:device,192.168.226.50 , 192.168.226.56
host:device,192.168.225.226 , 192.168.225.229
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.225.226 , 192.168.225.232
host:device,192.168.225.226 , 192.168.225.227
host:device,192.168.225.226 , 192.168.225.228
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.226.50 , 192.168.226.51
host:device,192.168.226.50 , 192.168.226.56
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.146 , 192.168.226.148
host:device,192.168.226.146 , 192.168.226.147
host:device,192.168.225.226 , 192.168.225.226
host:device,192.168.225.226 , 192.168.225.229
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.227
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.152
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.51
host:device,192.168.226.50 , 192.168.226.56
host:device,192.168.225.226 , 192.168.225.226
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.225.226 , 192.168.225.232
host:device,192.168.227.82 , 192.168.227.82
host:device,192.168.227.82 , 192.168.227.87
host:device,192.168.227.82 , 192.168.227.86
host:device,192.168.227.82 , 192.168.227.83
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.152
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.146 , 192.168.226.148
host:device,192.168.227.66 , 192.168.227.66
host:device,192.168.227.66 , 192.168.227.69
host:device,192.168.227.66 , 192.168.227.72
host:device,192.168.226.242 , 192.168.226.244
host:device,192.168.226.242 , 192.168.226.247
host:device,192.168.226.242 , 192.168.226.243
host:device,192.168.226.242 , 192.168.226.246
host:device,192.168.226.242 , 192.168.226.245
host:device,192.168.226.242 , 192.168.226.248
host:device,192.168.226.194 , 192.168.226.200
host:device,192.168.226.194 , 192.168.226.195
host:device,192.168.226.194 , 192.168.226.194
host:device,192.168.226.194 , 192.168.226.198
host:device,192.168.226.194 , 192.168.226.196
host:device,192.168.226.194 , 192.168.226.197
host:device,192.168.227.18 , 192.168.227.18
host:device,192.168.227.18 , 192.168.227.24
host:device,192.168.227.18 , 192.168.227.19
host:device,192.168.227.18 , 192.168.227.20
host:device,192.168.227.18 , 192.168.227.21
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.226.50 , 192.168.226.56
host:device,192.168.225.226 , 192.168.225.226
host:device,192.168.225.226 , 192.168.225.229
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.225.226 , 192.168.225.232
host:device,192.168.225.226 , 192.168.225.227
host:device,192.168.225.226 , 192.168.225.228
host:device,192.168.227.50 , 192.168.227.50
host:device,192.168.227.50 , 192.168.227.54
host:device,192.168.227.50 , 192.168.227.53
host:device,192.168.227.50 , 192.168.227.56
host:device,192.168.227.50 , 192.168.227.55
host:device,192.168.227.34 , 192.168.227.34
host:device,192.168.227.34 , 192.168.227.39
host:device,192.168.227.34 , 192.168.227.40
host:device,192.168.227.34 , 192.168.227.37
host:device,192.168.227.34 , 192.168.227.36
host:device,192.168.227.34 , 192.168.227.35
host:device,192.168.227.130 , 192.168.227.130
host:device,192.168.227.130 , 192.168.227.136
host:device,192.168.227.130 , 192.168.227.133
host:device,192.168.227.130 , 192.168.227.135
host:device,192.168.227.130 , 192.168.227.134
host:device,192.168.227.130 , 192.168.227.131
host:device,192.168.227.130 , 192.168.227.132
host:device,192.168.227.162 , 192.168.227.162
host:device,192.168.227.162 , 192.168.227.163
host:device,192.168.227.162 , 192.168.227.167
host:device,192.168.227.162 , 192.168.227.165
host:device,192.168.227.162 , 192.168.227.164
host:device,192.168.227.162 , 192.168.227.166
host:device,192.168.227.162 , 192.168.227.168
host:device,192.168.227.178 , 192.168.227.178
host:device,192.168.227.178 , 192.168.227.182
host:device,192.168.227.178 , 192.168.227.179
host:device,192.168.227.178 , 192.168.227.183
host:device,192.168.227.210 , 192.168.227.214
host:device,192.168.227.210 , 192.168.227.211
host:device,192.168.227.210 , 192.168.227.213
host:device,192.168.227.210 , 192.168.227.212
host:device,192.168.227.210 , 192.168.227.215
host:device,192.168.227.210 , 192.168.227.216
host:device,192.168.227.194 , 192.168.227.194
host:device,192.168.227.194 , 192.168.227.200
host:device,192.168.227.194 , 192.168.227.198
host:device,192.168.227.194 , 192.168.227.197
host:device,192.168.227.194 , 192.168.227.195
host:device,192.168.227.194 , 192.168.227.199
host:device,192.168.227.226 , 192.168.227.226
host:device,192.168.227.226 , 192.168.227.231
host:device,192.168.227.226 , 192.168.227.229
host:device,192.168.227.226 , 192.168.227.230
host:device,192.168.227.226 , 192.168.227.227
host:device,192.168.227.226 , 192.168.227.232
host:device,192.168.227.66 , 192.168.227.66
host:device,192.168.227.66 , 192.168.227.67
host:device,192.168.227.66 , 192.168.227.69
host:device,192.168.227.66 , 192.168.227.70
host:device,192.168.227.66 , 192.168.227.71
host:device,192.168.227.66 , 192.168.227.72
host:device,192.168.227.82 , 192.168.227.88
host:device,192.168.227.82 , 192.168.227.87
host:device,192.168.227.82 , 192.168.227.85
host:device,192.168.227.82 , 192.168.227.84
host:device,192.168.226.194 , 192.168.226.200
host:device,192.168.226.194 , 192.168.226.194
host:device,192.168.226.194 , 192.168.226.198
host:device,192.168.226.194 , 192.168.226.199
host:device,192.168.226.194 , 192.168.226.196
host:device,192.168.226.194 , 192.168.226.197
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.152
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.146 , 192.168.226.148
host:device,192.168.226.242 , 192.168.226.244
host:device,192.168.226.242 , 192.168.226.247
host:device,192.168.226.242 , 192.168.226.243
host:device,192.168.226.242 , 192.168.226.246
host:device,192.168.226.242 , 192.168.226.248
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.227.18 , 192.168.227.18
host:device,192.168.227.18 , 192.168.227.23
host:device,192.168.227.18 , 192.168.227.24
host:device,192.168.227.18 , 192.168.227.19
host:device,192.168.227.18 , 192.168.227.20
host:device,192.168.225.226 , 192.168.225.226
host:device,192.168.225.226 , 192.168.225.229
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.225.226 , 192.168.225.228
host:device,192.168.227.34 , 192.168.227.39
host:device,192.168.227.34 , 192.168.227.38
host:device,192.168.227.34 , 192.168.227.40
host:device,192.168.227.34 , 192.168.227.37
host:device,192.168.227.50 , 192.168.227.50
host:device,192.168.227.50 , 192.168.227.52
host:device,192.168.227.50 , 192.168.227.54
host:device,192.168.227.50 , 192.168.227.51
host:device,192.168.227.50 , 192.168.227.53
host:device,192.168.227.50 , 192.168.227.56
host:device,192.168.227.50 , 192.168.227.55
host:device,192.168.227.130 , 192.168.227.130
host:device,192.168.227.130 , 192.168.227.136
host:device,192.168.227.130 , 192.168.227.135
host:device,192.168.227.130 , 192.168.227.134
host:device,192.168.227.130 , 192.168.227.132
host:device,192.168.227.178 , 192.168.227.181
host:device,192.168.227.178 , 192.168.227.182
host:device,192.168.227.178 , 192.168.227.179
host:device,192.168.227.162 , 192.168.227.163
host:device,192.168.227.162 , 192.168.227.165
host:device,192.168.227.162 , 192.168.227.164
host:device,192.168.227.162 , 192.168.227.166
host:device,192.168.227.162 , 192.168.227.168
host:device,192.168.227.210 , 192.168.227.214
host:device,192.168.227.210 , 192.168.227.211
host:device,192.168.227.210 , 192.168.227.213
host:device,192.168.227.210 , 192.168.227.212
host:device,192.168.227.210 , 192.168.227.215
host:device,192.168.227.210 , 192.168.227.216
host:device,192.168.227.210 , 192.168.227.210
host:device,192.168.227.194 , 192.168.227.194
host:device,192.168.227.194 , 192.168.227.198
host:device,192.168.227.194 , 192.168.227.195
host:device,192.168.227.194 , 192.168.227.196
host:device,192.168.227.194 , 192.168.227.199
host:device,192.168.227.226 , 192.168.227.228
host:device,192.168.227.226 , 192.168.227.231
host:device,192.168.227.226 , 192.168.227.229
host:device,192.168.227.226 , 192.168.227.230
host:device,192.168.227.226 , 192.168.227.227
host:device,192.168.227.66 , 192.168.227.70
host:device,192.168.227.66 , 192.168.227.71
host:device,192.168.227.66 , 192.168.227.72
host:device,192.168.227.82 , 192.168.227.82
host:device,192.168.227.82 , 192.168.227.87
host:device,192.168.227.82 , 192.168.227.86
host:device,192.168.227.82 , 192.168.227.85
host:device,192.168.226.194 , 192.168.226.200
host:device,192.168.226.194 , 192.168.226.195
host:device,192.168.226.194 , 192.168.226.194
host:device,192.168.226.194 , 192.168.226.198
host:device,192.168.226.194 , 192.168.226.199
host:device,192.168.226.194 , 192.168.226.196
host:device,192.168.226.194 , 192.168.226.197
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.152
host:device,192.168.226.146 , 192.168.226.149
host:device,192.168.226.146 , 192.168.226.150
host:device,192.168.226.146 , 192.168.226.147
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.52
host:device,192.168.226.242 , 192.168.226.242
host:device,192.168.226.242 , 192.168.226.247
host:device,192.168.226.242 , 192.168.226.246
host:device,192.168.227.18 , 192.168.227.23
host:device,192.168.227.18 , 192.168.227.24
host:device,192.168.227.18 , 192.168.227.19
host:device,192.168.227.18 , 192.168.227.20
host:device,192.168.227.18 , 192.168.227.22
host:device,192.168.227.18 , 192.168.227.21
host:device,192.168.225.226 , 192.168.225.226
host:device,192.168.225.226 , 192.168.225.229
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.225.226 , 192.168.225.232
host:device,192.168.227.50 , 192.168.227.50
host:device,192.168.227.50 , 192.168.227.53
host:device,192.168.227.50 , 192.168.227.55
host:device,192.168.227.34 , 192.168.227.34
host:device,192.168.227.34 , 192.168.227.39
host:device,192.168.227.34 , 192.168.227.38
host:device,192.168.227.34 , 192.168.227.36
host:device,192.168.227.34 , 192.168.227.35
host:device,192.168.227.130 , 192.168.227.130
host:device,192.168.227.130 , 192.168.227.136
host:device,192.168.227.130 , 192.168.227.133
host:device,192.168.227.130 , 192.168.227.135
host:device,192.168.227.130 , 192.168.227.134
host:device,192.168.227.178 , 192.168.227.178
host:device,192.168.227.178 , 192.168.227.181
host:device,192.168.227.178 , 192.168.227.180
host:device,192.168.227.178 , 192.168.227.182
host:device,192.168.227.178 , 192.168.227.184
host:device,192.168.227.162 , 192.168.227.162
host:device,192.168.227.162 , 192.168.227.163
host:device,192.168.227.162 , 192.168.227.167
host:device,192.168.227.162 , 192.168.227.165
host:device,192.168.227.162 , 192.168.227.164
host:device,192.168.227.162 , 192.168.227.166
host:device,192.168.227.162 , 192.168.227.168
host:device,192.168.227.210 , 192.168.227.214
host:device,192.168.227.210 , 192.168.227.211
host:device,192.168.227.210 , 192.168.227.213
host:device,192.168.227.210 , 192.168.227.212
host:device,192.168.227.210 , 192.168.227.215
host:device,192.168.227.210 , 192.168.227.216
host:device,192.168.227.210 , 192.168.227.210
host:device,192.168.227.194 , 192.168.227.194
host:device,192.168.227.194 , 192.168.227.200
host:device,192.168.227.194 , 192.168.227.198
host:device,192.168.227.194 , 192.168.227.197
host:device,192.168.227.194 , 192.168.227.195
host:device,192.168.227.194 , 192.168.227.196
host:device,192.168.227.194 , 192.168.227.199
host:device,192.168.227.226 , 192.168.227.226
host:device,192.168.227.226 , 192.168.227.228
host:device,192.168.227.226 , 192.168.227.231
host:device,192.168.227.226 , 192.168.227.229
host:device,192.168.227.226 , 192.168.227.230
host:device,192.168.227.226 , 192.168.227.227
host:device,192.168.226.146 , 192.168.226.146
host:device,192.168.226.146 , 192.168.226.151
host:device,192.168.226.146 , 192.168.226.148
host:device,192.168.226.146 , 192.168.226.147
host:device,192.168.227.66 , 192.168.227.66
host:device,192.168.227.66 , 192.168.227.67
host:device,192.168.227.66 , 192.168.227.68
host:device,192.168.227.66 , 192.168.227.69
host:device,192.168.227.66 , 192.168.227.71
host:device,192.168.227.66 , 192.168.227.72
host:device,192.168.226.194 , 192.168.226.200
host:device,192.168.226.194 , 192.168.226.194
host:device,192.168.226.194 , 192.168.226.198
host:device,192.168.226.194 , 192.168.226.199
host:device,192.168.226.194 , 192.168.226.196
host:device,192.168.227.82 , 192.168.227.82
host:device,192.168.227.82 , 192.168.227.88
host:device,192.168.227.82 , 192.168.227.87
host:device,192.168.227.82 , 192.168.227.86
host:device,192.168.227.82 , 192.168.227.84
host:device,192.168.227.82 , 192.168.227.83
host:device,192.168.226.242 , 192.168.226.242
host:device,192.168.226.242 , 192.168.226.244
host:device,192.168.226.242 , 192.168.226.247
host:device,192.168.226.242 , 192.168.226.243
host:device,192.168.226.242 , 192.168.226.246
host:device,192.168.226.242 , 192.168.226.248
host:device,192.168.226.50 , 192.168.226.50
host:device,192.168.226.50 , 192.168.226.53
host:device,192.168.226.50 , 192.168.226.54
host:device,192.168.226.50 , 192.168.226.55
host:device,192.168.226.50 , 192.168.226.56
host:device,192.168.227.18 , 192.168.227.23
host:device,192.168.227.18 , 192.168.227.24
host:device,192.168.227.18 , 192.168.227.19
host:device,192.168.227.18 , 192.168.227.20
host:device,192.168.227.18 , 192.168.227.22
host:device,192.168.225.226 , 192.168.225.230
host:device,192.168.225.226 , 192.168.225.231
host:device,192.168.225.226 , 192.168.225.227
host:device,192.168.225.226 , 192.168.225.228
host:device,192.168.227.50 , 192.168.227.50
host:device,192.168.227.50 , 192.168.227.52
host:device,192.168.227.50 , 192.168.227.54
host:device,192.168.227.50 , 192.168.227.51
host:device,192.168.227.50 , 192.168.227.53
host:device,192.168.227.50 , 192.168.227.56
host:device,192.168.227.50 , 192.168.227.55
host:device,192.168.227.34 , 192.168.227.34
host:device,192.168.227.34 , 192.168.227.39
host:device,192.168.227.34 , 192.168.227.38
host:device,192.168.227.34 , 192.168.227.40
host:device,192.168.227.34 , 192.168.227.36
host:device,192.168.227.34 , 192.168.227.35
host:device,192.168.227.178 , 192.168.227.178
host:device,192.168.227.178 , 192.168.227.181
host:device,192.168.227.178 , 192.168.227.180
host:device,192.168.227.178 , 192.168.227.182
host:device,192.168.227.178 , 192.168.227.179
host:device,192.168.227.178 , 192.168.227.183
host:device,192.168.227.130 , 192.168.227.135
host:device,192.168.227.130 , 192.168.227.134
host:device,192.168.227.130 , 192.168.227.132
host:device,192.168.227.162 , 192.168.227.162
host:device,192.168.227.162 , 192.168.227.163
host:device,192.168.227.162 , 192.168.227.167
host:device,192.168.227.162 , 192.168.227.165
host:device,192.168.227.162 , 192.168.227.164
host:device,192.168.227.162 , 192.168.227.166
host:device,192.168.227.226 , 192.168.227.226
host:device,192.168.227.226 , 192.168.227.228
host:device,192.168.227.226 , 192.168.227.229
host:device,192.168.227.226 , 192.168.227.230
host:device,192.168.227.226 , 192.168.227.227
host:device,192.168.227.210 , 192.168.227.214
host:device,192.168.227.210 , 192.168.227.211
host:device,192.168.227.210 , 192.168.227.213
host:device,192.168.227.210 , 192.168.227.212
host:device,192.168.227.210 , 192.168.227.215
host:device,192.168.227.210 , 192.168.227.216
host:device,192.168.227.194 , 192.168.227.194
host:device,192.168.227.194 , 192.168.227.200
host:device,192.168.227.194 , 192.168.227.197
host:device,192.168.227.194 , 192.168.227.195
host:device,192.168.227.194 , 192.168.227.196
host:device,192.168.227.194 , 192.168.227.199
host:device,192.168.227.242 , 192.168.227.242
host:device,192.168.227.242 , 192.168.227.247
host:device,192.168.227.242 , 192.168.227.248
host:device,192.168.227.242 , 192.168.227.244
host:device,192.168.228.50 , 192.168.228.50
host:device,192.168.228.50 , 192.168.228.55
host:device,192.168.228.50 , 192.168.228.56
host:device,192.168.228.50 , 192.168.228.52
host:device,192.168.228.50 , 192.168.228.54
host:device,192.168.228.82 , 192.168.228.82
host:device,192.168.228.82 , 192.168.228.86
host:device,192.168.228.82 , 192.168.228.88
host:device,192.168.228.82 , 192.168.228.84
host:device,192.168.228.82 , 192.168.228.83
host:device,192.168.228.98 , 192.168.228.98
host:device,192.168.228.98 , 192.168.228.102
host:device,192.168.228.98 , 192.168.228.101
host:device,192.168.228.98 , 192.168.228.100
host:device,192.168.228.98 , 192.168.228.104
host:device,192.168.228.66 , 192.168.228.66
host:device,192.168.228.66 , 192.168.228.72
host:device,192.168.228.66 , 192.168.228.71
host:device,192.168.228.66 , 192.168.228.70
host:device,192.168.228.66 , 192.168.228.67
host:device,192.168.228.178 , 192.168.228.178
host:device,192.168.228.178 , 192.168.228.183
host:device,192.168.228.178 , 192.168.228.181
host:device,192.168.228.178 , 192.168.228.180
host:device,192.168.228.130 , 192.168.228.130
host:device,192.168.228.130 , 192.168.228.134
host:device,192.168.228.130 , 192.168.228.133
host:device,192.168.228.130 , 192.168.228.135
host:device,192.168.228.130 , 192.168.228.132
host:device,192.168.228.194 , 192.168.228.194
host:device,192.168.228.194 , 192.168.228.199
host:device,192.168.228.194 , 192.168.228.198
host:device,192.168.228.194 , 192.168.228.197
host:device,192.168.228.210 , 192.168.228.210
host:device,192.168.228.210 , 192.168.228.215
host:device,192.168.228.210 , 192.168.228.211
host:device,192.168.228.210 , 192.168.228.213
host:device,192.168.228.226 , 192.168.228.226
host:device,192.168.228.226 , 192.168.228.232
host:device,192.168.228.226 , 192.168.228.230
host:device,192.168.229.34 , 192.168.229.38
host:device,192.168.229.34 , 192.168.229.37
host:device,192.168.229.34 , 192.168.229.35
host:device,192.168.228.242 , 192.168.228.242
host:device,192.168.228.242 , 192.168.228.243
host:device,192.168.228.242 , 192.168.228.245
host:device,192.168.228.242 , 192.168.228.244
host:device,192.168.228.242 , 192.168.228.246
host:device,192.168.228.242 , 192.168.228.248
host:device,192.168.228.242 , 192.168.228.247
host:device,192.168.229.50 , 192.168.229.50
host:device,192.168.229.50 , 192.168.229.55
host:device,192.168.229.50 , 192.168.229.53
host:device,192.168.229.50 , 192.168.229.56
host:device,192.168.229.50 , 192.168.229.51
host:device,192.168.253.82 , 192.168.253.87
host:device,192.168.253.82 , 192.168.253.86
host:device,192.168.253.82 , 192.168.253.88
host:device,192.168.253.82 , 192.168.253.83
host:device,192.168.253.82 , 192.168.253.84
host:device,192.168.229.18 , 192.168.229.18
host:device,192.168.229.18 , 192.168.229.23
host:device,192.168.229.18 , 192.168.229.22
host:device,192.168.229.18 , 192.168.229.21
host:device,192.168.229.18 , 192.168.229.24
host:device,192.168.229.18 , 192.168.229.20
host:device,192.168.229.18 , 192.168.229.19
host:device,192.168.229.2 , 192.168.229.5
host:device,192.168.229.2 , 192.168.229.8
host:device,192.168.229.2 , 192.168.229.7
host:device,192.168.229.82 , 192.168.229.87
host:device,192.168.229.82 , 192.168.229.86
host:device,192.168.229.82 , 192.168.229.85
host:device,192.168.229.82 , 192.168.229.83
host:device,192.168.230.66 , 192.168.230.69
host:device,192.168.230.66 , 192.168.230.71
host:device,192.168.230.66 , 192.168.230.70
host:device,192.168.229.114 , 192.168.229.114
host:device,192.168.229.114 , 192.168.229.119
host:device,192.168.229.114 , 192.168.229.120
host:device,192.168.229.114 , 192.168.229.118
host:device,192.168.229.114 , 192.168.229.116
host:device,192.168.232.98 , 192.168.232.98
host:device,192.168.232.98 , 192.168.232.99
host:device,192.168.232.98 , 192.168.232.100
host:device,192.168.232.98 , 192.168.232.101
host:device,192.168.232.98 , 192.168.232.102
host:device,192.168.232.98 , 192.168.232.104
host:device,192.168.236.82 , 192.168.236.82
host:device,192.168.236.82 , 192.168.236.86
host:device,192.168.236.82 , 192.168.236.88
host:device,192.168.235.178 , 192.168.235.178
host:device,192.168.235.178 , 192.168.235.181
host:device,192.168.235.178 , 192.168.235.184
host:device,192.168.235.178 , 192.168.235.182
host:device,192.168.235.178 , 192.168.235.179
host:device,192.168.235.178 , 192.168.235.180
host:device,192.168.236.114 , 192.168.236.119
host:device,192.168.236.114 , 192.168.236.117
host:device,192.168.236.114 , 192.168.236.118
host:device,192.168.236.130 , 192.168.236.130
host:device,192.168.236.130 , 192.168.236.131
host:device,192.168.236.130 , 192.168.236.134
host:device,192.168.236.130 , 192.168.236.135
host:device,192.168.241.66 , 192.168.241.66
host:device,192.168.241.66 , 192.168.241.67
host:device,192.168.241.66 , 192.168.241.68
host:device,192.168.241.66 , 192.168.241.69
host:device,192.168.241.66 , 192.168.241.70
host:device,192.168.241.66 , 192.168.241.71
host:device,192.168.241.66 , 192.168.241.72
host:device,192.168.240.210 , 192.168.240.210
host:device,192.168.240.210 , 192.168.240.214
host:device,192.168.240.210 , 192.168.240.213
host:device,192.168.240.210 , 192.168.240.215
host:device,192.168.240.210 , 192.168.240.211
host:device,192.168.240.194 , 192.168.240.198
host:device,192.168.240.194 , 192.168.240.196
host:device,192.168.229.146 , 192.168.229.146
host:device,192.168.229.146 , 192.168.229.150
host:device,192.168.229.146 , 192.168.229.148
host:device,192.168.229.146 , 192.168.229.152
host:device,192.168.229.162 , 192.168.229.162
host:device,192.168.229.162 , 192.168.229.164
host:device,192.168.229.162 , 192.168.229.166
host:device,192.168.229.162 , 192.168.229.165
