100,c3amanzanares.telmex.elipgodns2.com,0
axis-00408ceb3f7d.elipgodns2.com,2
axis-accc8e078fda.elipgodns2.com,2
axis-00408cd9cf72.elipgodns2.com,2
axis-accc8e0790e6.elipgodns2.com,2
cacchihuahuaiv.telcel.elipgodns2.com,2
axis-00408cd9fb6b.elipgodns2.com,2
axis-accc8e078fec.elipgodns2.com,2
c3aguadalupe.telmex.elipgodns2.com,2
100,axis-00408cde60c6.elipgodns2.com,0
100,caerio.telcel.elipgodns2.com,1
100,cadleon.telcel.elipgodns2.com,0
100,cacexpressninosheroes.telcel.elipgodns2.com,0
100,cacqroii.telcel.elipgodns2.com,0
caccolimaii.telcel.elipgodns2.com,2
campeche.radial.elipgodns2.com,2
cacplindavista.telcel.elipgodns2.com,2
ccampestre.telcel.elipgodns2.com,2
cv113.gobmorelos.elipgodns2.com,2
cv208.gobmorelos.elipgodns2.com,2
cedispcarmen.vinte.elipgodns2.com,2
cv247.gobmorelos.elipgodns2.com,2
cv268.gobmorelos.elipgodns2.com,2
cv318.gobmorelos.elipgodns2.com,2
100,cv439.gobmorelos.elipgodns2.com,1
100,cv231.gobmorelos.elipgodns2.com,1
100,cv81.gobmorelos.elipgodns2.com,1
100,cv153.gobmorelos.elipgodns2.com,0
100,cv427.gobmorelos.elipgodns2.com,0
100,cv342.gobmorelos.elipgodns2.com,0
100,cv428.gobmorelos.elipgodns2.com,0
100,cv98.gobmorelos.elipgodns2.com,1
100,cvtlomab.telcel.elipgodns2.com,1
100,hermosillo.hospital.elipgodns2.com,1
100,desarrollo.umbrella.elipgodns2.com,1
100,hitss.carso.elipgodns2.com,1
100,cv370.gobmorelos.elipgodns2.com,1
100,ji21.gobmorelos.elipgodns2.com,1
100,ji45.gobmorelos.elipgodns2.com,1
100,ji32.gobmorelos.elipgodns2.com,1
100,ji42.gobmorelos.elipgodns2.com,1
100,cv448.gobmorelos.elipgodns2.com,0
100,linares.cano.elipgodns2.com,1
100,linares.laesperanza.elipgodns2.com,1
100,linares.porfirio.elipgodns2.com,1
100,linares.gloriam.elipgodns2.com,1
100,mc1023.c5cdmx.elipgodns2.com,1
100,cv85.gobmorelos.elipgodns2.com,0
100,linares.villaseca.elipgodns2.com,1
100,cv303.gobmorelos.elipgodns2.com,0
100,mc1036.c5cdmx.elipgodns2.com,1
100,mc1062.c5cdmx.elipgodns2.com,1
100,mc11063.c5cdmx.elipgodns2.com,1
100,mc1057.c5cdmx.elipgodns2.com,1
100,mc11038.c5cdmx.elipgodns2.com,1
100,mc1056.c5cdmx.elipgodns2.com,1
100,kaltex.corporativo.elipgodns2.com,0
100,cv399.gobmorelos.elipgodns2.com,0
100,mc1102.c5cdmx.elipgodns2.com,0
100,mc11078.c5cdmx.elipgodns2.com,1
100,mc11211.c5cdmx.elipgodns2.com,1
100,mc11299.c5cdmx.elipgodns2.com,1
100,mc1131.c5cdmx.elipgodns2.com,1
100,mc11250.c5cdmx.elipgodns2.com,1
100,mc11323.c5cdmx.elipgodns2.com,1
100,mc11065.c5cdmx.elipgodns2.com,0
100,mc11378.c5cdmx.elipgodns2.com,1
100,mc11419.c5cdmx.elipgodns2.com,1
100,mc11574.c5cdmx.elipgodns2.com,1
100,mc11407.c5cdmx.elipgodns2.com,1
100,mc11559.c5cdmx.elipgodns2.com,1
100,mc11313.c5cdmx.elipgodns2.com,0
100,mc11585.c5cdmx.elipgodns2.com,1
100,mc11329.c5cdmx.elipgodns2.com,0
100,mc11599.c5cdmx.elipgodns2.com,1
100,mc11586.c5cdmx.elipgodns2.com,1
100,mc11602.c5cdmx.elipgodns2.com,1
100,mc11601.c5cdmx.elipgodns2.com,1
100,mc11705.c5cdmx.elipgodns2.com,1
100,mc11687.c5cdmx.elipgodns2.com,1
100,mc11698.c5cdmx.elipgodns2.com,1
100,mc11636.c5cdmx.elipgodns2.com,1
100,mc11709.c5cdmx.elipgodns2.com,1
100,mc11584.c5cdmx.elipgodns2.com,1
100,mc11326.c5cdmx.elipgodns2.com,0
100,mc11625.c5cdmx.elipgodns2.com,0
100,mc11841.c5cdmx.elipgodns2.com,1
100,mc11966.c5cdmx.elipgodns2.com,1
100,mc1191.c5cdmx.elipgodns2.com,1
100,mc11988.c5cdmx.elipgodns2.com,1
100,mc11736.c5cdmx.elipgodns2.com,0
100,mc1145.c5cdmx.elipgodns2.com,0
100,mc1227.c5cdmx.elipgodns2.com,1
100,mc12395.c5cdmx.elipgodns2.com,1
100,mc12432.c5cdmx.elipgodns2.com,1
100,mc12238.c5cdmx.elipgodns2.com,0
100,mc11846.c5cdmx.elipgodns2.com,0
100,mc12505.c5cdmx.elipgodns2.com,1
100,mc1224.c5cdmx.elipgodns2.com,0
100,mc12506.c5cdmx.elipgodns2.com,1
100,mc12397.c5cdmx.elipgodns2.com,0
100,mc12291.c5cdmx.elipgodns2.com,0
100,mc14028.c5cdmx.elipgodns2.com,1
100,mc14024.c5cdmx.elipgodns2.com,1
100,mc14104.c5cdmx.elipgodns2.com,1
100,mc14239.c5cdmx.elipgodns2.com,1
100,mc14601.c5cdmx.elipgodns2.com,1
100,mc1366.c5cdmx.elipgodns2.com,0
100,mc14025.c5cdmx.elipgodns2.com,0
100,mc14032.c5cdmx.elipgodns2.com,0
100,mc16011.c5cdmx.elipgodns2.com,1
100,mc1467.c5cdmx.elipgodns2.com,0
100,mc14775.c5cdmx.elipgodns2.com,0
100,mc16007.c5cdmx.elipgodns2.com,1
100,mc1446.c5cdmx.elipgodns2.com,0
100,mc14848.c5cdmx.elipgodns2.com,0
100,mc14788.c5cdmx.elipgodns2.com,0
100,mc14875.c5cdmx.elipgodns2.com,0
100,mc14923.c5cdmx.elipgodns2.com,0
100,mc1528.c5cdmx.elipgodns2.com,0
100,mc16013.c5cdmx.elipgodns2.com,1
100,mc1703.c5cdmx.elipgodns2.com,1
100,mc1931.c5cdmx.elipgodns2.com,1
100,mc1641.c5cdmx.elipgodns2.com,1
100,mc19.c5cdmx.elipgodns2.com,0
100,mc1886.c5cdmx.elipgodns2.com,0
100,mc2252.c5cdmx.elipgodns2.com,1
100,mc1989.c5cdmx.elipgodns2.com,0
100,mc239.c5cdmx.elipgodns2.com,1
100,mc2107.c5cdmx.elipgodns2.com,0
100,mc2066.c5cdmx.elipgodns2.com,0
100,mc2407.c5cdmx.elipgodns2.com,1
100,mc258.c5cdmx.elipgodns2.com,1
100,mc2388.c5cdmx.elipgodns2.com,0
100,mc2228.c5cdmx.elipgodns2.com,0
100,mc260.c5cdmx.elipgodns2.com,1
100,mc266.c5cdmx.elipgodns2.com,1
100,mc2406.c5cdmx.elipgodns2.com,0
100,mc1831.c5cdmx.elipgodns2.com,0
100,mc2671.c5cdmx.elipgodns2.com,1
100,mc2567.c5cdmx.elipgodns2.com,0
