Sucursal,Dvr,DvrModelo,DvrSerial,camara,CamaraIp,CamaraSerie,CamaraModelo,HttpPort,HttpsPort,Port,Version,AudioInputChannels,VideoInputChannels,VideoInputs[0].Name
1619,192.168.237.2,DH-XVR5216A-I2,7D0C3B8PAZBC569, c5, 192.168.237.5, 7D0C17EPAG0F116, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1619 Durango ISSSTE - Bóveda
1619,192.168.237.2,DH-XVR5216A-I2,7D0C3B8PAZBC569, c6, 192.168.237.3, 7E06A1CPAGA7152, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1619 Durango ISSSTE - Dotación
1622,192.169.17.242,DH-XVR5216A-I2,7D0C3B8PAZB3749, c1, 192.169.17.245, 7D0C17EPAG915A0, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1622 Tecamac- Cajas 
1622,192.169.17.242,DH-XVR5216A-I2,7D0C3B8PAZB3749, c2, 192.169.17.247, 7D0C17EPAGE2AA9, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1622 Tecamac- Bóveda 
1622,192.169.17.242,DH-XVR5216A-I2,7D0C3B8PAZB3749, c3, 192.169.17.248, 7E06A1CPAG63E3A, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1622 Tecamac-Exterior
1622,192.169.17.242,DH-XVR5216A-I2,7D0C3B8PAZB3749, c4, 192.169.17.243, 7D0C17EPAG2EB12, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1622 Tecamac-ATM
1622,192.169.17.242,DH-XVR5216A-I2,7D0C3B8PAZB3749, c5, 192.169.17.244, 7D0C17EPAGAFF29, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1622 Tecamac-Ejecutivo
1622,192.169.17.242,DH-XVR5216A-I2,7D0C3B8PAZB3749, c6, 192.169.17.246, 7E06A1CPAG86C4D, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1622 Tecamac- Dotación de valo
1624,192.169.18.146,DH-XVR5216A-I2,7D0C3B8PAZ32D8C, c1, 192.169.18.147, 7D0C17EPAG2603B, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1624 Pueblo Nuevo-Bóveda 
1624,192.169.18.146,DH-XVR5216A-I2,7D0C3B8PAZ32D8C, c2, 192.169.18.150, 7D0C17EPAG4AA12, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1624 Pueblo Nuevo-Ejecutivo
1624,192.169.18.146,DH-XVR5216A-I2,7D0C3B8PAZ32D8C, c3, 192.169.18.149, 7D0C17EPAG73F8A, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1624 Pueblo Nuevo-Cajas 
1624,192.169.18.146,DH-XVR5216A-I2,7D0C3B8PAZ32D8C, c4, 192.169.18.148, 7D0C17EPAG1ED94, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1624 Pueblo Nuevo-ATM
1624,192.169.18.146,DH-XVR5216A-I2,7D0C3B8PAZ32D8C, c5, 192.169.18.152, 7E06A1CPAGDC412, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1624 Pueblo Nuevo-Dotación de 
1624,192.169.18.146,DH-XVR5216A-I2,7D0C3B8PAZ32D8C, c6, 192.169.18.151, 7E06A1CPAGC621B, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1624 Pueblo Nuevo-Exterior
1628,192.169.27.178,XVR,7H08ED3RAZ7A18E, c1, 192.169.27.179, 7D0C17EPAG68947, IP Camera, 80, None, 37777, None, None, None, None
1628,192.169.27.178,XVR,7H08ED3RAZ7A18E, c2, 192.169.27.180, 7D0C17EPAG55BE8, IP Camera, 80, None, 37777, None, None, None, None
1628,192.169.27.178,XVR,7H08ED3RAZ7A18E, c3, 192.169.27.181, 7E06A1CPAG4577B, IP Camera, 80, None, 37777, None, None, None, None
1628,192.169.27.178,XVR,7H08ED3RAZ7A18E, c4, 192.169.27.182, 7D0C17EPAG08954, IP Camera, 80, None, 37777, None, None, None, None
1628,192.169.27.178,XVR,7H08ED3RAZ7A18E, c5, 192.169.27.183, 7D0C17EPAGB18DF, IP Camera, 80, None, 37777, None, None, None, None
1628,192.169.27.178,XVR,7H08ED3RAZ7A18E, c6, 192.169.27.184, 7E06A1CPAGD124E, IP Camera, 80, None, 37777, None, None, None, None
1630,192.169.49.50,XVR,7J0AD93PAZ411BE, c1, 192.169.49.52, 7D0C17EPAG875B0, IP Camera, 80, None, 37777, None, None, None, None
1630,192.169.49.50,XVR,7J0AD93PAZ411BE, c2, 192.169.49.55, 7D0C17EPAG46FFA, IP Camera, 80, None, 37777, None, None, None, None
1630,192.169.49.50,XVR,7J0AD93PAZ411BE, c3, 192.169.49.56, 7E06A1CPAG94DD5, IP Camera, 80, None, 37777, None, None, None, None
1630,192.169.49.50,XVR,7J0AD93PAZ411BE, c4, 192.169.49.51, 7D0C17EPAG67FC3, IP Camera, 80, None, 37777, None, None, None, None
1630,192.169.49.50,XVR,7J0AD93PAZ411BE, c5, 192.169.49.53, 7D0C17EPAGD3C50, IP Camera, 80, None, 37777, None, None, None, None
1630,192.169.49.50,XVR,7J0AD93PAZ411BE, c6, 192.169.49.54, 7E06A1CPAG884E0, IP Camera, 80, None, 37777, None, None, None, None
1632,192.168.241.2,DH-XVR5216A-I2,7D0C3B8PAZ37F38, c1, 192.168.241.4, 7D0C17EPAG21638, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1632 Calnali -ATM
1632,192.168.241.2,DH-XVR5216A-I2,7D0C3B8PAZ37F38, c2, 192.168.241.6, 7D0C17EPAG569C4, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1632 Calnali - Cajas
1632,192.168.241.2,DH-XVR5216A-I2,7D0C3B8PAZ37F38, c3, 192.168.241.5, 7D0C17EPAG9C763, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1632 Calnali - Ejecutivo
1632,192.168.241.2,DH-XVR5216A-I2,7D0C3B8PAZ37F38, c4, 192.168.241.3, 7D0C17EPAGDE8CD, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1632 Calnali - Bóveda
1632,192.168.241.2,DH-XVR5216A-I2,7D0C3B8PAZ37F38, c5, 192.168.241.8, 7E06A1CPAGBDEB7, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1632 Calnali - Dotación de Val
1632,192.168.241.2,DH-XVR5216A-I2,7D0C3B8PAZ37F38, c6, 192.168.241.7, 7E06A1CPAG14D9A, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1632 Calnali - Exterior
1634,192.169.18.2,DH-XVR5216A-I2,7D0C3B8PAZ64040, c1, 192.169.18.7, 7D0C17EPAGEDDD3, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1634 Tecozautla-ATM
1634,192.169.18.2,DH-XVR5216A-I2,7D0C3B8PAZ64040, c2, 192.169.18.8, 7D0C17EPAGA588D, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1634 Tecozautla-Ejecutivo
1634,192.169.18.2,DH-XVR5216A-I2,7D0C3B8PAZ64040, c3, 192.169.18.3, 7D0C17EPAGC88AC, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1634 Tecozautla-Cajas
1634,192.169.18.2,DH-XVR5216A-I2,7D0C3B8PAZ64040, c4, 192.169.18.5, 7E06A1CPAG6EA50, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1634 Tecozautla-Exterior
1634,192.169.18.2,DH-XVR5216A-I2,7D0C3B8PAZ64040, c5, 192.169.18.4, 7D0C17EPAGEAF7E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1634 Tecozautla-Bóveda
1634,192.169.18.2,DH-XVR5216A-I2,7D0C3B8PAZ64040, c6, 192.169.18.6, 7E06A1CPAGA59FC, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1634 Tecozautla-Dotación de Va
1636,192.169.17.146,DH-XVR5216A-I2,7D0C3B8PAZF728B, c1, 192.169.17.150, 7D0C17EPAG7E3D7, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1636 San Salvador-Cajas
1636,192.169.17.146,DH-XVR5216A-I2,7D0C3B8PAZF728B, c2, 192.169.17.147, 7D0C17EPAG9172F, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1636 San Salvador-ATM
1636,192.169.17.146,DH-XVR5216A-I2,7D0C3B8PAZF728B, c3, 192.169.17.152, 7D0C17EPAGA9789, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1636 San salvador - Bóveda 
1636,192.169.17.146,DH-XVR5216A-I2,7D0C3B8PAZF728B, c4, 192.169.17.148, 7D0C17EPAG361DC, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1636 San Salvador-Ejecutivo
1636,192.169.17.146,DH-XVR5216A-I2,7D0C3B8PAZF728B, c5, 192.169.17.149, 7E06A1CPAG71B17, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1636 San Salvador-Dotación de 
1636,192.169.17.146,DH-XVR5216A-I2,7D0C3B8PAZF728B, c6, 192.169.17.151, 7E06A1CPAGCD67C, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1636 San Salvador-Exterior
1638,192.169.18.18,DH-XVR5216A-I2,7D0C3B8PAZA911F, c1, 192.169.18.19, 7D0C17EPAG7BCF9, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1638 Temixco-Ejecutivo
1638,192.169.18.18,DH-XVR5216A-I2,7D0C3B8PAZA911F, c2, 192.169.18.21, 7D0C17EPAG2C92E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1638 Temixco-Cajas
1638,192.169.18.18,DH-XVR5216A-I2,7D0C3B8PAZA911F, c3, 192.169.18.24, 7D0C17EPAG21625, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1638 Temixco-ATM
1638,192.169.18.18,DH-XVR5216A-I2,7D0C3B8PAZA911F, c4, 192.169.18.22, 7D0C17EPAG99A39, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1638 Temixco-Bóveda
1638,192.169.18.18,DH-XVR5216A-I2,7D0C3B8PAZA911F, c5, 192.169.18.23, 7E06A1CPAGE6F5C, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1638 Temixco-Dotación de Valor
1638,192.169.18.18,DH-XVR5216A-I2,7D0C3B8PAZA911F, c6, 192.169.18.20, 7E06A1CPAG37A4A, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1638 Temixco-Exterior
1640,192.168.243.194,DH-XVR5216A-I2,7D0C3B8PAZ9C055, c1, 192.168.243.196, 7D0C17EPAGB9721, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1640 Jala - Bóveda
1640,192.168.243.194,DH-XVR5216A-I2,7D0C3B8PAZ9C055, c2, 192.168.243.195, 7D0C17EPAG8B244, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1640 Jala - Cajas
1640,192.168.243.194,DH-XVR5216A-I2,7D0C3B8PAZ9C055, c3, 192.168.243.199, 7D0C17EPAGE6CFB, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1640 Jala - ATM
1640,192.168.243.194,DH-XVR5216A-I2,7D0C3B8PAZ9C055, c4, 192.168.243.198, 7D0C17EPAG9472A, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1640 Jala - Ejecutivo
1640,192.168.243.194,DH-XVR5216A-I2,7D0C3B8PAZ9C055, c5, 192.168.243.200, 7E06A1CPAG1F016, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1640 Jala - Exterior
1640,192.168.243.194,DH-XVR5216A-I2,7D0C3B8PAZ9C055, c6, 192.168.243.197, 7E06A1CPAG1047E, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1640 Jala -Dotación de Valores
1642,192.169.10.2,DH-XVR5216A-I2,7D0C3B8PAZD3D46, c1, 192.169.10.5, 7D0C17EPAG7FFB7, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1642 Galeana - Bóveda
1642,192.169.10.2,DH-XVR5216A-I2,7D0C3B8PAZD3D46, c2, 192.169.10.3, 7D0C17EPAG8F89D, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1642 Galeana -Ejecutivo
1642,192.169.10.2,DH-XVR5216A-I2,7D0C3B8PAZD3D46, c3, 192.169.10.4, 7D0C17EPAG0DB28, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1642 Galeana - ATM
1642,192.169.10.2,DH-XVR5216A-I2,7D0C3B8PAZD3D46, c4, 192.169.10.8, 7E06A1CPAG015BB, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1642 Galeana -Dotación de Valo
1642,192.169.10.2,DH-XVR5216A-I2,7D0C3B8PAZD3D46, c5, 192.169.10.7, 7E06A1CPAG77C22, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1642 Galeana - Exterior
1642,192.169.10.2,DH-XVR5216A-I2,7D0C3B8PAZD3D46, c6, 192.169.10.6, 7D0C17EPAGDE254, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1642 Galeana -Cajas 
1644,192.169.16.226,DH-XVR5216A-I2,7D0C3B8PAZ7B83C, c1, 192.169.16.229, 7D0C17EPAG43960, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1644 Olinalá INPI-Cajas 
1644,192.169.16.226,DH-XVR5216A-I2,7D0C3B8PAZ7B83C, c2, 192.169.16.231, 7D0C17EPAGBFA8C, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1644 Olinalá INPI-ATM
1644,192.169.16.226,DH-XVR5216A-I2,7D0C3B8PAZ7B83C, c3, 192.169.16.232, 7D0C17EPAG685CD, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1644 Olinalá INPI-Ejecutivo
1644,192.169.16.226,DH-XVR5216A-I2,7D0C3B8PAZ7B83C, c4, 192.169.16.228, 7D0C17EPAG381FC, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1644 Olinalá INPI-Bóveda
1644,192.169.16.226,DH-XVR5216A-I2,7D0C3B8PAZ7B83C, c5, 192.169.16.227, 7E06A1CPAG81BE2, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1644 Olinalá INPI-Exterior
1644,192.169.16.226,DH-XVR5216A-I2,7D0C3B8PAZ7B83C, c6, 192.169.16.230, 7E06A1CPAG1F8DE, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1644 Olinalá INPI-Dotacion de 
1648,192.169.17.50,DH-XVR5216A-I2,7D0C3B8PAZ897D5, c1, 192.169.17.55, 7D0C17EPAG6FA2D, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1648 Sabinas NL- Cajas
1648,192.169.17.50,DH-XVR5216A-I2,7D0C3B8PAZ897D5, c2, 192.169.17.52, 7D0C17EPAG00861, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1648 Sabinas NL-ATM
1648,192.169.17.50,DH-XVR5216A-I2,7D0C3B8PAZ897D5, c3, 192.169.17.56, 7E06A1CPAG5C457, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1648 Sabinas NL-Dotacion de Val
1648,192.169.17.50,DH-XVR5216A-I2,7D0C3B8PAZ897D5, c4, 192.169.17.51, 7D0C17EPAGF0F68, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1648 Sabinas NL-Ejecutivo
1648,192.169.17.50,DH-XVR5216A-I2,7D0C3B8PAZ897D5, c5, 192.169.17.54, 7D0C17EPAG18B9B, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1648 Sabinas NL-Bóveda
1648,192.169.17.50,DH-XVR5216A-I2,7D0C3B8PAZ897D5, c6, 192.169.17.53, 7E06A1CPAGC3A2E, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1648 Sabinas NL-Exterior
1650,192.169.16.82,DH-XVR5216A-I2,7D0C3B8PAZ2CFC3, c1, 192.169.16.83, 7D0C17EPAG087EC, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1650 Huajuapan la Merced - Caja
1650,192.169.16.82,DH-XVR5216A-I2,7D0C3B8PAZ2CFC3, c2, 192.169.16.88, 7D0C17EPAG5847F, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1650 Huajuapan la Merced - ATM
1650,192.169.16.82,DH-XVR5216A-I2,7D0C3B8PAZ2CFC3, c3, 192.169.16.84, 7D0C17EPAG9A704, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1650 Huajuapan la Merced - Ejec
1650,192.169.16.82,DH-XVR5216A-I2,7D0C3B8PAZ2CFC3, c4, 192.169.16.86, 7D0C17EPAG23154, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1650 Huajuapan la Merced - Bóv
1650,192.169.16.82,DH-XVR5216A-I2,7D0C3B8PAZ2CFC3, c5, 192.169.16.87, 7E06A1CPAG58271, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1650 Huajuapan la Merced - Exte
1650,192.169.16.82,DH-XVR5216A-I2,7D0C3B8PAZ2CFC3, c6, 192.169.16.85, 7E06A1CPAG139F0, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1650 Huajuapan la Merced- Dotac
1543,192.169.27.50,None,, '', '', '', ''
1557,192.168.236.2,None,None, '', '', '', ''
1601,192.169.16.98,DH-XVR5216A-I2,7D0C3B8PAZ32B91, c1, 192.169.16.104, 7D0C17EPAGA53F9, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1601 Parral SEDENA-Cajas
1601,192.169.16.98,DH-XVR5216A-I2,7D0C3B8PAZ32B91, c2, 192.169.16.102, 7D0C17EPAG2171B, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1601 Parral SEDENA-Ejecutivo
1601,192.169.16.98,DH-XVR5216A-I2,7D0C3B8PAZ32B91, c3, 192.169.16.101, 7D0C17EPAG3A1CB, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1601 Parral SEDENA-ATM
1601,192.169.16.98,DH-XVR5216A-I2,7D0C3B8PAZ32B91, c4, 192.169.16.103, 7D0C17EPAG6E218, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1601 Parral SEDENA-Bóveda
1601,192.169.16.98,DH-XVR5216A-I2,7D0C3B8PAZ32B91, c5, 192.169.16.99, 7E06A1CPAG56924, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1601 Parral SEDENA-Exterior
1601,192.169.16.98,DH-XVR5216A-I2,7D0C3B8PAZ32B91, c6, 192.169.16.100, 7E06A1CPAG66138, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1601 Parral SEDENA-Dotación de
1612,192.168.235.98,DH-XVR5216A-I2,7D0C3B8PAZCB3C0, c1, 192.168.235.103, 7D0C17EPAGF889A, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1612 Santiago Tepalcatlan - Bó
1612,192.168.235.98,DH-XVR5216A-I2,7D0C3B8PAZCB3C0, c2, 192.168.235.102, 7D0C17EPAGBEDDF, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1612 Santiago Tepalcatlan - Caj
1612,192.168.235.98,DH-XVR5216A-I2,7D0C3B8PAZCB3C0, c3, 192.168.235.104, 7D0C17EPAG64E20, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1612 Santiago Tepalcatlan - Eje
1612,192.168.235.98,DH-XVR5216A-I2,7D0C3B8PAZCB3C0, c4, 192.168.235.101, 7D0C17EPAGABAEF, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1612 Santiago Tepalcatlan - ATM
1612,192.168.235.98,DH-XVR5216A-I2,7D0C3B8PAZCB3C0, c5, 192.168.235.100, 7E06A1CPAG947A0, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1612 Santiago Tepalcatlan - Ext
1612,192.168.235.98,DH-XVR5216A-I2,7D0C3B8PAZCB3C0, c6, 192.168.235.99, 7E06A1CPAGD6A69, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1612 Santiago Tepalcatlan - Dot
1621,192.169.18.114,DH-XVR5216A-I2,7D0C3B8PAZ1BC8A, c1, 192.169.18.119, 7D0C17EPAGB9D76, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1621	La Piedad-Ejecutivo
1621,192.169.18.114,DH-XVR5216A-I2,7D0C3B8PAZ1BC8A, c2, 192.169.18.120, 7D0C17EPAG1669B, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1621	La Piedad-ATM
1621,192.169.18.114,DH-XVR5216A-I2,7D0C3B8PAZ1BC8A, c3, 192.169.18.115, 7D0C17EPAG0CF37, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1621	La Piedad-Bóveda
1621,192.169.18.114,DH-XVR5216A-I2,7D0C3B8PAZ1BC8A, c4, 192.169.18.118, 7E06A1CPAG5999B, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1621 La Piedad- Exterior
1621,192.169.18.114,DH-XVR5216A-I2,7D0C3B8PAZ1BC8A, c5, 192.169.18.117, 7E06A1CPAG74427, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1621 La Piedad - Dotacion
1621,192.169.18.114,DH-XVR5216A-I2,7D0C3B8PAZ1BC8A, c6, 192.169.18.116, 8F09E8EPAGB6D4C, DH-IPC-HDW1230T1N-0280B-S4, 80, 443, 37777, 2.800.0000000.7.R,2022-06-13, 0, 1, 1621 La piedad -Cajas
1625,192.169.27.98,DH-XVR5216A-I2,7D0C3B8PAZ05C7C, c1, 192.169.27.101, 7D0C17EPAGD2964, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1625 Las Margaritas-Ejecutivo
1625,192.169.27.98,DH-XVR5216A-I2,7D0C3B8PAZ05C7C, c2, 192.169.27.100, 7D0C17EPAG4F2CB, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1625 Las Margaritas-Cajas
1625,192.169.27.98,DH-XVR5216A-I2,7D0C3B8PAZ05C7C, c3, 192.169.27.104, 7E06A1CPAGEE2B9, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1625 Las Margaritas-Dotación d
1625,192.169.27.98,DH-XVR5216A-I2,7D0C3B8PAZ05C7C, c4, 192.169.27.99, 7D0C17EPAG23168, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1625 Las Margaritas-Bóveda
1625,192.169.27.98,DH-XVR5216A-I2,7D0C3B8PAZ05C7C, c5, 192.169.27.103, 7D0C17EPAG9C273, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1625 Las Margaritas-ATM
1625,192.169.27.98,DH-XVR5216A-I2,7D0C3B8PAZ05C7C, c6, 192.169.27.102, 7E06A1CPAGF0497, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1625 Las Margaritas-Exterior 
1629,192.168.248.98,DH-XVR5216A-I2,7D0C3B8PAZ0B505, c1, 192.168.248.101, 7D0C17EPAG5A940, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1629 Nazareno - Ejecutivo
1629,192.168.248.98,DH-XVR5216A-I2,7D0C3B8PAZ0B505, c2, 192.168.248.104, 7D0C17EPAGD50D0, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1629 Nazareno - Cajas
1629,192.168.248.98,DH-XVR5216A-I2,7D0C3B8PAZ0B505, c3, 192.168.248.103, 7D0C17EPAG44C35, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1629 Nazareno - Bóveda
1629,192.168.248.98,DH-XVR5216A-I2,7D0C3B8PAZ0B505, c4, 192.168.248.102, 7D0C17EPAGBF66B, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1629 Nazareno - ATM
1629,192.168.248.98,DH-XVR5216A-I2,7D0C3B8PAZ0B505, c5, 192.168.248.100, 7E06A1CPAG56A4F, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1629 Nazareno - Exterior
1629,192.168.248.98,DH-XVR5216A-I2,7D0C3B8PAZ0B505, c6, 192.168.248.99, 7E06A1CPAG9BC63, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1629 Nazareno - Dotación de Va
1633,192.169.17.162          ,None,None, '', '', '', ''
1637,192.169.16.210,DH-XVR5216A-I2,7D0C3B8PAZF2E21, c1, 192.169.16.211, 7D0C17EPAG4C343, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1637 Manuel Ojinaga-Bóveda
1637,192.169.16.210,DH-XVR5216A-I2,7D0C3B8PAZF2E21, c2, 192.169.16.213, 7D0C17EPAG5BBA8, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1637 Manuel Ojinaga- Cajas
1637,192.169.16.210,DH-XVR5216A-I2,7D0C3B8PAZF2E21, c3, 192.169.16.215, 7D0C17EPAGAD3C4, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1637 Manuel Ojinaga- Ejecutivo
1637,192.169.16.210,DH-XVR5216A-I2,7D0C3B8PAZF2E21, c4, 192.169.16.212, 7D0C17EPAGF2BB6, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1637 Manuel Ojinaga-ATM
