Sucursal,Dvr,DvrModelo,DvrSerial,camara,CamaraIp,CamaraSerie,CamaraModelo,HttpPort,HttpsPort,Port,Version,AudioInputChannels,VideoInputChannels,VideoInputs[0].Name
1425,192.169.0.18,DH-XVR5216A-I2,7D0C3B8PAZB2DEA, c1, 192.169.0.19, 6E02D2DPAG4D2E3, IPC-HFW2431T-ZS-S2, 80, 443, 37777, 2.800.0000000.16.R,2020-04-18, 0, 1, 1425 Lerdo de Tejada - Dotació
1425,192.169.0.18,DH-XVR5216A-I2,7D0C3B8PAZB2DEA, c2, 192.169.0.20, 7D0C17EPAG19192, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1425 Lerdo de Tejada - ATM
1425,192.169.0.18,DH-XVR5216A-I2,7D0C3B8PAZB2DEA, c3, 192.169.0.21, 6E02D2DPAG07703, IPC-HFW2431T-ZS-S2, 80, 443, 37777, 2.800.0000000.16.R,2020-04-18, 0, 1, 1425 Lerdo de Tejada - Exterior
1425,192.169.0.18,DH-XVR5216A-I2,7D0C3B8PAZB2DEA, c4, 192.169.0.22, 7D0C17EPAG11FE1, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1425 Lerdo de Tejada - Cajas
1425,192.169.0.18,DH-XVR5216A-I2,7D0C3B8PAZB2DEA, c5, 192.169.0.23, 7D0C17EPAG8EC28, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1425 Lerdo de Tejada - Bóveda
1425,192.169.0.18,DH-XVR5216A-I2,7D0C3B8PAZB2DEA, c6, 192.169.0.24, 7D0C17EPAG04CEE, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1425 Lerdo de Tejada -Ejecutivo
1430,192.169.11.162,DH-XVR5216A-I2,7D0C3B8PAZEB05C, c1, 192.169.11.167, 7D0C17EPAG42574, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1430 Izamal- ATM
1430,192.169.11.162,DH-XVR5216A-I2,7D0C3B8PAZEB05C, c2, 192.169.11.163, 7D0C17EPAGDD745, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1430 Izamal- Boveda
1430,192.169.11.162,DH-XVR5216A-I2,7D0C3B8PAZEB05C, c3, 192.169.11.164, 7D0C17EPAG5487E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1430 Izamal- Cajas
1430,192.169.11.162,DH-XVR5216A-I2,7D0C3B8PAZEB05C, c4, 192.169.11.165, 7E06A1CPAG6812D, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1430 Izamal-Dotación
1430,192.169.11.162,DH-XVR5216A-I2,7D0C3B8PAZEB05C, c5, 192.169.11.168, 7E06A1CPAG4588F, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1430 Izamal-Exterior
1430,192.169.11.162,DH-XVR5216A-I2,7D0C3B8PAZEB05C, c6, 192.169.11.166, 7D0C17EPAGB473C, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1430 Izamal - Ejecutivo
1436,192.169.13.162,DH-XVR5216A-I2,7D0C3B8PAZD5E59, c1, 192.169.13.163, 7D0C17EPAGE2225, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1436 Dzitbalche-Bóveda
1436,192.169.13.162,DH-XVR5216A-I2,7D0C3B8PAZD5E59, c2, 192.169.13.164, 7D0C17EPAGA1E22, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1436 Dzitbalche-Cajas
1436,192.169.13.162,DH-XVR5216A-I2,7D0C3B8PAZD5E59, c3, 192.169.13.165, 7D0C17EPAGCDD2A, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1436 Dzitbalche-Ejecutivo
1436,192.169.13.162,DH-XVR5216A-I2,7D0C3B8PAZD5E59, c4, 192.169.13.166, 7D0C17EPAGD0F13, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1436 Dzitbalche-ATM
1436,192.169.13.162,DH-XVR5216A-I2,7D0C3B8PAZD5E59, c5, 192.169.13.167, 7E06A1CPAGB2B70, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1436 Dzitbalche-Exterior
1436,192.169.13.162,DH-XVR5216A-I2,7D0C3B8PAZD5E59, c6, 192.169.13.168, 7E06A1CPAG304A8, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1436 Dzitbalche-Dotación de Va
1441,192.168.234.178,DH-XVR5216A-I2,7D0C3B8PAZFBD48, c1, 192.168.234.183, 7D0C17EPAG0B153, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1441 Puerto Madero - Cajas
1441,192.168.234.178,DH-XVR5216A-I2,7D0C3B8PAZFBD48, c2, 192.168.234.181, 7D0C17EPAGBD302, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1441 Puerto Madero - ATM
1441,192.168.234.178,DH-XVR5216A-I2,7D0C3B8PAZFBD48, c3, 192.168.234.179, 7D0C17EPAG2C8B5, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1441 Puerto Madero  - Bóveda
1441,192.168.234.178,DH-XVR5216A-I2,7D0C3B8PAZFBD48, c4, 192.168.234.180, 7D0C17EPAGF772E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1441 Puerto Madero  - Ejecutivo
1441,192.168.234.178,DH-XVR5216A-I2,7D0C3B8PAZFBD48, c5, 192.168.234.184, 7E06A1CPAGE8146, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1441 Puerto Madero - Dotación 
1441,192.168.234.178,DH-XVR5216A-I2,7D0C3B8PAZFBD48, c6, 192.168.234.182, 7E06A1CPAG4BC36, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1441 Puerto Madero - Exterior
1445,192.169.14.114,DH-XVR5216A-I2,7D0C3B8PAZA76EA, c1, 192.169.14.115, 7D0C17EPAG15055, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1445 San Luis de la Paz-Ejecuti
1445,192.169.14.114,DH-XVR5216A-I2,7D0C3B8PAZA76EA, c2, 192.169.14.118, 7D0C17EPAGE0E2E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1445 San Luis de la Paz-Cajas 
1445,192.169.14.114,DH-XVR5216A-I2,7D0C3B8PAZA76EA, c3, 192.169.14.119, 7D0C17EPAG69DA4, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1445 San Luis de la Paz- ATM
1445,192.169.14.114,DH-XVR5216A-I2,7D0C3B8PAZA76EA, c4, 192.169.14.116, 7D0C17EPAGC1F49, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1445 San Luis de la Paz- Bóved
1445,192.169.14.114,DH-XVR5216A-I2,7D0C3B8PAZA76EA, c5, 192.169.14.120, 7E06A1CPAG16D59, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1445 San Luis de la Paz- Exteri
1445,192.169.14.114,DH-XVR5216A-I2,7D0C3B8PAZA76EA, c6, 192.169.14.117, 7E06A1CPAGC55AD, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1445 San Luis de la Paz- Dotaci
1449,192.168.239.226,DH-XVR5216A-I2,7D0C3B8PAZ25C0D, c1, 192.168.239.229, 7D0C17EPAG2843F, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1449 San Juan Mina - ATM
1449,192.168.239.226,DH-XVR5216A-I2,7D0C3B8PAZ25C0D, c2, 192.168.239.228, 7E06A1CPAGB2FFC, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1449 San Juan Mina - Dotacíon 
1449,192.168.239.226,DH-XVR5216A-I2,7D0C3B8PAZ25C0D, c3, 192.168.239.227, 7E06A1CPAGF3EBC, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1449 San Juan Mina - Exterior
1449,192.168.239.226,DH-XVR5216A-I2,7D0C3B8PAZ25C0D, c4, 192.168.239.232, 7D0C17EPAG494D6, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1449 San Juan Mina -  Ejecutivo
1449,192.168.239.226,DH-XVR5216A-I2,7D0C3B8PAZ25C0D, c5, 192.168.239.230, 7D0C17EPAGA5BA1, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1449 San Juan Mina - Cajas
1449,192.168.239.226,DH-XVR5216A-I2,7D0C3B8PAZ25C0D, c6, 192.168.239.231, 7D0C17EPAG2F39A, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1449 San Juan Mina - Boveda
1453,192.168.241.98,DH-XVR5216A-I2,7D0C3B8PAZ03E2B, c1, 192.168.241.103, 7D0C17EPAG29D96, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1453 Pachuca Rojo Gómez - ATM
1453,192.168.241.98,DH-XVR5216A-I2,7D0C3B8PAZ03E2B, c2, 192.168.241.104, 7D0C17EPAG9A646, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1453 Pachuca Rojo Gómez - Bóv
1453,192.168.241.98,DH-XVR5216A-I2,7D0C3B8PAZ03E2B, c3, 192.168.241.100, 7D0C17EPAGC2D0A, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1453 Pachuca Rojo Gómez- Ejecu
1453,192.168.241.98,DH-XVR5216A-I2,7D0C3B8PAZ03E2B, c4, 192.168.241.101, 7E06A1CPAG5ECAD, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1453 Pachuca Rojo Gómez - Exte
1453,192.168.241.98,DH-XVR5216A-I2,7D0C3B8PAZ03E2B, c5, 192.168.241.102, 7D0C17EPAG49A97, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1453 Pachuca Rojo Gómez - Caja
1453,192.168.241.98,DH-XVR5216A-I2,7D0C3B8PAZ03E2B, c6, 192.168.241.99, 7E06A1CPAGD49C6, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1453 Pachuca Rojo Gómez - Dota
1456,192.168.242.2,DH-XVR5216A-I2,7D0C3B8PAZ78B52, c1, 192.168.242.3, 7D0C17EPAG0FB80, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1456 San Juanito - Bóveda
1456,192.168.242.2,DH-XVR5216A-I2,7D0C3B8PAZ78B52, c2, 192.168.242.4, 7D0C17EPAG0FC2F, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1456 San Juanito - ATM
1456,192.168.242.2,DH-XVR5216A-I2,7D0C3B8PAZ78B52, c3, 192.168.242.5, 7D0C17EPAG16A9B, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1456 San Juanito - Cajas
1456,192.168.242.2,DH-XVR5216A-I2,7D0C3B8PAZ78B52, c4, 192.168.242.6, 7D0C17EPAG5071D, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1456 San Juanito - Ejecutivo
1456,192.168.242.2,DH-XVR5216A-I2,7D0C3B8PAZ78B52, c5, 192.168.242.8, 7E06A1CPAG9924B, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1456 San Juanito - Exterior
1456,192.168.242.2,DH-XVR5216A-I2,7D0C3B8PAZ78B52, c6, 192.168.242.7, 7E06A1CPAGD9206, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1456 San Juanito - Dotación de
1458,192.168.237.146,DH-XVR5216A-I2,7D0C3B8PAZB4F72, c1, 192.168.237.147, 7E06A1CPAG3529C, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1458 Salitre Palmarillo - Exter
1458,192.168.237.146,DH-XVR5216A-I2,7D0C3B8PAZB4F72, c2, 192.168.237.148, 7E06A1CPAGA69FD, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1458 Salitre Palmarillo - Dotac
1458,192.168.237.146,DH-XVR5216A-I2,7D0C3B8PAZB4F72, c3, 192.168.237.149, 7D0C17EPAG584DE, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1458 Salitre Palmarillo - Cajas
1458,192.168.237.146,DH-XVR5216A-I2,7D0C3B8PAZB4F72, c4, 192.168.237.150, 7D0C17EPAGF2AA9, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1458 Salitre Palmarillo - Boved
1458,192.168.237.146,DH-XVR5216A-I2,7D0C3B8PAZB4F72, c5, 192.168.237.151, 7D0C17EPAG7CCBC, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1458 Salitre Palmarillo - ATM
1458,192.168.237.146,DH-XVR5216A-I2,7D0C3B8PAZB4F72, c6, 192.168.237.152, 7D0C17EPAG76282, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1458 Salitre Palmarillo - Ejecu
1460,192.168.243.162,DH-XVR5216A-I2,7D0C3B8PAZD2896, c1, 192.168.243.163, 7D0C17EPAG86C81, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1460 Zacatepec San Nicolas - B
1460,192.168.243.162,DH-XVR5216A-I2,7D0C3B8PAZD2896, c2, 192.168.243.167, 7D0C17EPAG5A6E7, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1460 Zacatepec San Nicolas - Ej
1460,192.168.243.162,DH-XVR5216A-I2,7D0C3B8PAZD2896, c3, 192.168.243.164, 7D0C17EPAGC7CB6, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1460 Zacatepec San Nicolas - AT
1460,192.168.243.162,DH-XVR5216A-I2,7D0C3B8PAZD2896, c4, 192.168.243.166, 7E06A1CPAGE3332, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1460 Zacatepec San Nicolas - Ex
1460,192.168.243.162,DH-XVR5216A-I2,7D0C3B8PAZD2896, c5, 192.168.243.168, 7E06A1CPAG1794A, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1460 Zacatepec San Nicolas - Do
1460,192.168.243.162,DH-XVR5216A-I2,7D0C3B8PAZD2896, c6, 192.168.243.165, 7D0C17EPAG72ADA, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1460 Zacatepec San Nicolas - Ca
1463,192.168.246.114,DH-XVR5216A-I2,7D0C3B8PAZ95A3D, c1, 192.168.246.118, 7D0C17EPAGF9BA2, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1463 San Juan Bautista - Cajas
1463,192.168.246.114,DH-XVR5216A-I2,7D0C3B8PAZ95A3D, c2, 192.168.246.117, 7D0C17EPAG2C145, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1463 San Juan Bautista -Bóveda
1463,192.168.246.114,DH-XVR5216A-I2,7D0C3B8PAZ95A3D, c3, 192.168.246.116, 7D0C17EPAGFB29E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1463 San Juan Bautista - ATM
1463,192.168.246.114,DH-XVR5216A-I2,7D0C3B8PAZ95A3D, c4, 192.168.246.120, 7E06A1CPAGB2AFA, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1463 San Juan Bautista - Dotaci
1463,192.168.246.114,DH-XVR5216A-I2,7D0C3B8PAZ95A3D, c5, 192.168.246.119, 7E06A1CPAG4D1FB, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1463 San Juan Bautista - Exteri
1463,192.168.246.114,DH-XVR5216A-I2,7D0C3B8PAZ95A3D, c6, 192.168.246.115, 7D0C17EPAG05454, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1463 San Juan Bautista - Ejecut
1466,192.168.251.162,DH-XVR5216A-I2,7D0C3B8PAZ377DF, c1, 192.168.251.168, 7D0C17EPAG41108, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1466 Segalmex - Bóveda
1466,192.168.251.162,DH-XVR5216A-I2,7D0C3B8PAZ377DF, c2, 192.168.251.166, 7D0C17EPAGECE54, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1466 Segalmex  - ATM
1466,192.168.251.162,DH-XVR5216A-I2,7D0C3B8PAZ377DF, c3, 192.168.251.163, 7D0C17EPAGB9D87, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1466 Segalmex - Ejecutivo
1466,192.168.251.162,DH-XVR5216A-I2,7D0C3B8PAZ377DF, c4, 192.168.251.167, 7D0C17EPAG38DB2, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1466 Segalmex - Cajas
1466,192.168.251.162,DH-XVR5216A-I2,7D0C3B8PAZ377DF, c5, 192.168.251.165, 7E06A1CPAG2B192, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1466 Segalmex - Exterior
1466,192.168.251.162,DH-XVR5216A-I2,7D0C3B8PAZ377DF, c6, 192.168.251.164, 7E06A1CPAGB4673, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1466 Segalmex - Dotación de Va
1468, 192.168.230.18 ,None,None, '', '', '', ''
1470,192.169.1.130,DH-XVR5216A-I2,7D0C3B8PAZ3270E, c1, 192.169.1.135, 7D0C17EPAG10AC9, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1470 Córdova - Bóveda
1470,192.169.1.130,DH-XVR5216A-I2,7D0C3B8PAZ3270E, c2, 192.169.1.134, 7D0C17EPAG34F20, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1470 Córdova - ATM
1470,192.169.1.130,DH-XVR5216A-I2,7D0C3B8PAZ3270E, c3, 192.169.1.133, 7E06A1CPAG758AB, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1470 Córdova - Dotación de Va
1470,192.169.1.130,DH-XVR5216A-I2,7D0C3B8PAZ3270E, c4, 192.169.1.131, 7E06A1CPAG3B00D, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1470 Córdova - Exterior
1470,192.169.1.130,DH-XVR5216A-I2,7D0C3B8PAZ3270E, c5, 192.169.1.132, 7D0C17EPAG83095, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1470 Córdova - Cajas
1470,192.169.1.130,DH-XVR5216A-I2,7D0C3B8PAZ3270E, c6, 192.169.1.136, 7D0C17EPAG29D1B, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1470 Córdova - Ejecutivo
1473,192.169.2.66,DH-XVR5216A-I2,7D0C3B8PAZA3BB1, c1, 192.169.2.69, 7D0C17EPAGD0AB1, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1473 Kaua - ATM
1473,192.169.2.66,DH-XVR5216A-I2,7D0C3B8PAZA3BB1, c2, 192.169.2.67, 7D0C17EPAG8E4F6, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1473 Kaua - Ejecutivo
1473,192.169.2.66,DH-XVR5216A-I2,7D0C3B8PAZA3BB1, c3, 192.169.2.68, 7D0C17EPAGC5587, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1473 Kaua - Cajas
1473,192.169.2.66,DH-XVR5216A-I2,7D0C3B8PAZA3BB1, c4, 192.169.2.71, 7D0C17EPAGADE6E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1473 Kaua - Bóveda
1473,192.169.2.66,DH-XVR5216A-I2,7D0C3B8PAZA3BB1, c5, 192.169.2.72, 7E06A1CPAG77F2F, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1473 Kaua - Dotacion de Valores
1473,192.169.2.66,DH-XVR5216A-I2,7D0C3B8PAZA3BB1, c6, 192.169.2.70, 7E06A1CPAG04A37, , 80, 443, 37777, , None, None, None
1475,192.169.27.66,DH-XVR5216A-I2,7D0C3B8PAZ34F02, c1, 192.169.27.71, 7D0C17EPAGAEA05, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1475 Tekax-Ejecutivo 
1475,192.169.27.66,DH-XVR5216A-I2,7D0C3B8PAZ34F02, c2, 192.169.27.68, 7D0C17EPAGBD8CA, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1475 Tekax-Cajas 
1475,192.169.27.66,DH-XVR5216A-I2,7D0C3B8PAZ34F02, c3, 192.169.27.70, 7D0C17EPAG478F7, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1475 Tekax-Bóveda 
1475,192.169.27.66,DH-XVR5216A-I2,7D0C3B8PAZ34F02, c4, 192.169.27.67, 7D0C17EPAG247E1, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1475 Tekax-ATM
1475,192.169.27.66,DH-XVR5216A-I2,7D0C3B8PAZ34F02, c5, 192.169.27.69, 7E06A1CPAG92C69, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1475 Tekax-Exterior 
1475,192.169.27.66,DH-XVR5216A-I2,7D0C3B8PAZ34F02, c6, 192.169.27.72, 7E06A1CPAG900CC, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1475 Tekax-Dotacion de Valores
1477,192.168.232.146,DH-XVR5216A-I2,7D0C3B8PAZ9EBA3, c1, 192.168.232.148, 7D0C17EPAG4C8E5, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1477 San Francisco - Ejecutivo
1477,192.168.232.146,DH-XVR5216A-I2,7D0C3B8PAZ9EBA3, c2, 192.168.232.151, 7D0C17EPAGC1F8D, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1477 San Francisco - Cajas
1477,192.168.232.146,DH-XVR5216A-I2,7D0C3B8PAZ9EBA3, c3, 192.168.232.149, 7D0C17EPAG31B97, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1477 San Francisco - ATM
1477,192.168.232.146,DH-XVR5216A-I2,7D0C3B8PAZ9EBA3, c4, 192.168.232.147, 7D0C17EPAG1B558, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1477 San Francisco - Bóveda
1477,192.168.232.146,DH-XVR5216A-I2,7D0C3B8PAZ9EBA3, c5, 192.168.232.150, 7E06A1CPAGAE9F5, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1477 San Francisco - Dotación 
1477,192.168.232.146,DH-XVR5216A-I2,7D0C3B8PAZ9EBA3, c6, 192.168.232.152, 7E06A1CPAG44837, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1477 San Francisco - Exterior
1479,192.169.11.114,DH-XVR5216A-I2,7D0C3B8PAZA3A34, c1, 192.169.11.117, 7D0C17EPAG202E5, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1479 Hecelchakan San Francisco-
1479,192.169.11.114,DH-XVR5216A-I2,7D0C3B8PAZA3A34, c2, 192.169.11.115, 7D0C17EPAG8C1CD, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1479 Hecelchakan San Francisco-
1479,192.169.11.114,DH-XVR5216A-I2,7D0C3B8PAZA3A34, c3, 192.169.11.120, 7D0C17EPAG4206E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1479 Hecelchakan San Francisco-
1479,192.169.11.114,DH-XVR5216A-I2,7D0C3B8PAZA3A34, c4, 192.169.11.116, 7D0C17EPAG50514, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1479 Hecelchakan San Francisco-
1479,192.169.11.114,DH-XVR5216A-I2,7D0C3B8PAZA3A34, c5, 192.169.11.118, 7E06A1CPAG25716, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1479 Hecelchakan San Francisco-
1479,192.169.11.114,DH-XVR5216A-I2,7D0C3B8PAZA3A34, c6, 192.169.11.119, 7E06A1CPAGAA468, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1479 Hecelchakan San Francisco-
1481,192.168.233.146,DH-XVR5216A-I2,7D0C3B8PAZ18E29, c1, 192.168.233.151, 7D0C17EPAGF42F5, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1481 La Trinitaria - Bóveda
1481,192.168.233.146,DH-XVR5216A-I2,7D0C3B8PAZ18E29, c2, 192.168.233.150, 7D0C17EPAGCFAC2, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1481 La Trinitaria - Cajas
1481,192.168.233.146,DH-XVR5216A-I2,7D0C3B8PAZ18E29, c3, 192.168.233.149, 7D0C17EPAGC02B0, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1481 La Trinitaria - ATM
1481,192.168.233.146,DH-XVR5216A-I2,7D0C3B8PAZ18E29, c4, 192.168.233.147, 7E06A1CPAG0CE76, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1481 La Trinitaria - Exterior
1481,192.168.233.146,DH-XVR5216A-I2,7D0C3B8PAZ18E29, c5, 192.168.233.148, 7E06A1CPAG497E3, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 1481 La Trinitaria - Dotación 
1481,192.168.233.146,DH-XVR5216A-I2,7D0C3B8PAZ18E29, c6, 192.168.233.152, 7D0C17EPAG83866, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1481 La Trinitaria - Ejecutivo
1259,192.168.232.18,None,None, '', '', '', ''
1360,192.168.230.50,DH-XVR5216A-I2,7D0C3B8PAZCADBE, c1, 192.168.230.52, 7D0C17EPAG780C3, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1360 Guerrero - ATM
1360,192.168.230.50,DH-XVR5216A-I2,7D0C3B8PAZCADBE, c2, 192.168.230.51, 7D0C17EPAG4A53A, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 1360 Guerrero - Cajas
