952,10.200.3.182,0,2023-06-08 00:00:00,2023-06-08 00:30:00 
952,10.200.3.182,0,2023-06-08 00:30:00,2023-06-08 01:00:00 
952,10.200.3.182,0,2023-06-08 01:00:00,2023-06-08 01:30:00 
952,10.200.3.182,0,2023-06-08 01:30:00,2023-06-08 02:00:00 
952,10.200.3.182,0,2023-06-08 02:00:00,2023-06-08 02:30:00 
952,10.200.3.182,0,2023-06-08 02:30:00,2023-06-08 03:00:00 
952,10.200.3.182,0,2023-06-08 03:00:00,2023-06-08 03:30:00 
952,10.200.3.182,0,2023-06-08 03:30:00,2023-06-08 04:00:00 
952,10.200.3.182,0,2023-06-08 03:59:59,2023-06-08 04:30:00 
952,10.200.3.182,0,2023-06-08 04:29:59,2023-06-08 05:00:00 
952,10.200.3.182,0,2023-06-08 05:00:00,2023-06-08 05:30:00 
952,10.200.3.182,0,2023-06-08 05:30:00,2023-06-08 06:00:00 
952,10.200.3.182,0,2023-06-08 06:00:00,2023-06-08 06:30:00 
952,10.200.3.182,0,2023-06-08 06:29:59,2023-06-08 07:00:00 
952,10.200.3.182,0,2023-06-08 07:00:00,2023-06-08 07:30:00 
952,10.200.3.182,0,2023-06-08 07:30:00,2023-06-08 08:00:00 
952,10.200.3.182,0,2023-06-08 08:00:00,2023-06-08 08:30:00 
952,10.200.3.182,0,2023-06-08 08:30:00,2023-06-08 09:00:00 
952,10.200.3.182,0,2023-06-08 09:00:00,2023-06-08 09:30:00 
952,10.200.3.182,0,2023-06-08 09:06:55,2023-06-08 09:06:55 
952,10.200.3.182,0,2023-06-08 09:06:56,2023-06-08 09:06:56 
952,10.200.3.182,0,2023-06-08 09:06:57,2023-06-08 09:06:57 
952,10.200.3.182,0,2023-06-08 09:06:58,2023-06-08 09:06:58 
952,10.200.3.182,0,2023-06-08 09:06:59,2023-06-08 09:06:59 
952,10.200.3.182,0,2023-06-08 09:07:00,2023-06-08 09:07:00 
952,10.200.3.182,0,2023-06-08 09:07:01,2023-06-08 09:07:01 
952,10.200.3.182,0,2023-06-08 09:07:02,2023-06-08 09:07:02 
952,10.200.3.182,0,2023-06-08 09:07:03,2023-06-08 09:07:03 
952,10.200.3.182,0,2023-06-08 09:07:04,2023-06-08 09:07:04 
952,10.200.3.182,0,2023-06-08 09:07:05,2023-06-08 09:07:05 
952,10.200.3.182,0,2023-06-08 09:07:06,2023-06-08 09:07:06 
952,10.200.3.182,0,2023-06-08 09:07:07,2023-06-08 09:07:07 
952,10.200.3.182,0,2023-06-08 09:07:08,2023-06-08 09:07:08 
952,10.200.3.182,0,2023-06-08 09:07:09,2023-06-08 09:07:09 
952,10.200.3.182,0,2023-06-08 09:07:10,2023-06-08 09:07:10 
952,10.200.3.182,0,2023-06-08 09:07:11,2023-06-08 09:07:11 
952,10.200.3.182,0,2023-06-08 09:07:12,2023-06-08 09:07:12 
952,10.200.3.182,0,2023-06-08 09:07:13,2023-06-08 09:07:13 
